"9395e3fc-108e-47b6-a03c-72ad366e5b6a","goncalo dos reis|greig smith|francisco bernal","reis, g.|smith, g. |bernal, f."
"416ad0e0-2d31-4040-977c-ad6ea39b48d5","j. heppell|p. talboys|s. payvandi|k. c. zygalakis|j. fliege|p. j. a. withers|d. l. jones|t. roose","heppell, j.|talboys, p.|payvandi, s.|zygalakis, k. c.|fliege, j.|withers, p. j. a.|jones, d. l. |roose, t."
"14008360-6682-4bf7-a336-7b6a4ece5c42","arnaud lionnet|gonçalo dos reis|lukasz szpruch","lionnet, a.|reis, g. d.|szpruch, l."
"70c0037f-e378-440c-bafc-97b5b62864db","antony maciocia|dulip piyaratne","maciocia, a.|piyaratne, d."
"f6bc3187-0889-499a-8710-74769de0ef1d","eric danioux|jacques vanneste","danioux, e.|vanneste, j."
"8fdda788-b8b4-4134-b2a6-d3b2a28318b1","oded berman|jörg kalcsics|dmitry krass","berman, o.|kalcsics, j.|krass, d."
"fb7811d9-dc40-455c-b6f5-0ab1be8b036b","svetlana dubinkina|jason frank|benedict leimkuhler","dubinkina, s.|frank, j. |leimkuhler, b."
"c606261a-2626-40f3-901e-cac65950b81f","jacek gondzio","gondzio, j."
"87f25890-ed75-45df-ba42-410377985232","james wright","wright, j."
"3dd4386d-1945-4450-994d-6777b196910f","j. p. pridham","pridham, j."
"bc541c35-5653-44e8-ad07-a4500cceb08a","j.p. pridham","pridham, j. p."
"b2b4ac63-5736-4c7a-95b1-093fe69ccc9a","u bruzzo|a maciocia","bruzzo, u. |maciocia, a."
"5cb91d78-61f1-422b-a008-f9687b9f0099","agata smoktunowicz|ferran cedo|tatiana gateva-ivanova","smoktunowicz, a.|cedo, f. |ivanova, t."
"9656e446-7547-45cd-901d-0e7a54df6a11","duncan mcgregor|andrew bell|bruce worton","mcgregor, d.|bell, a.|worton, b."
"81da8c08-3cdc-4376-9a75-803b369efa17","milena hering|diane maclagan","hering, m.|maclagan, d."
"5b57d433-17d6-4050-97ba-bde51842c6a7","mahmoud shahbazi|behzad kazemtabrizi|christopher dent","shahbazi, m.|kazemtabrizi, b. |dent, c."
"3abd64a9-c869-44c5-b40b-19ed2f61400a","james lucietti","lucietti, j."
"e382932b-77ee-4337-ba9d-22e278f5a22b","james wright","wright, j."
"c9105a25-569a-433d-a341-1feb0c6458f9","james wright","wright, j."
"f416715b-eaa4-4051-a054-a6cd527a6066","h.t. baytekin|a.z. patashinski|m. branicki|b. baytekin|s. soh|b.a. grzybowski","baytekin, h. t.|patashinski, a. z.|branicki, m.|baytekin, b.|soh, s. |grzybowski, b. a."
"746616c7-e75d-47e9-a842-6704dd858bc4","xi yang|jacek gondzio|andreas grothey","yang, x.|gondzio, j.|grothey, a."
"b410e739-f50b-4710-9372-01238e0f9f58","j vanneste","vanneste, j."
"fa6fd8b8-d13a-4eba-871f-a222007037b9","r. scheichl|a. m. stuart|a. l. teckentrup","scheichl, r.|stuart, a. m. |teckentrup, a. l."
"c84e165f-f03f-48c5-b818-60837e9b99b4","armin eftekhari|dehui yang|michael b. wakin","eftekhari, a.|yang, d. |wakin, m. b."
"80901ea7-575d-43da-9cc2-03f29c67d72b","a carbery|fulvio ricci|j wright","carbery, a.|ricci, f. |wright, j."
"7ea2b6c6-188e-4dc6-9130-a80f48a8fc5d","h. w. braden|v. z. enolski","braden, h. w.|enolski, v. z."
"14c5a8f0-636f-4343-b3d7-a4ba023a87cd","arend bayer|tom bridgeland","bayer, a.|bridgeland, t."
"e7dada44-caef-474a-94cb-a39f4b240983","christoph frei|goncalo dos reis","frei, c. |reis, g."
"9e386542-8343-4cf8-ba72-84e85c1d0c84","j.p. pridham","pridham, j. p."
"305ef926-7e62-4bc8-8b80-3ebbead1a2ee","m k henry|s c tongue|j evans|c webster|i j mckendrick|m morgan|a willett|a reeves|r w humphry|d l gally|g j gunn|m e chase-topping","henry, m. k.|tongue, s. c.|evans, j.|webster, c.|mckendrick, i. j.|morgan, m.|willett, a.|reeves, a.|humphry, r. w.|gally, d. l.|gunn, g. j. |topping, m. e."
"cbf9fbe9-e71d-42ed-97b8-10cb13f12b17","jrc king|antoni ziolkowski|maximilian ruffert","king, j. r. c.|ziolkowski, a.|ruffert, m."
"cd74fbcc-172d-4856-821b-8987e4f7adaf","j vanneste","vanneste, j."
"4e5a1608-4608-4753-b6af-9a8cd1915349","oded berman|jörg kalcsics|dmitry krass|stefan nickel","berman, o.|kalcsics, j.|krass, d. |nickel, s."
"55439e3f-27f6-4244-bb13-d6f2ddcb0166","janis bajars|jason frank|benedict leimkuhler","bajars, j.|frank, j. |leimkuhler, b."
"0da7970e-c6cb-4c93-a665-fc98d89ea2f9","chris sangwin","sangwin, c."
