num_topic,c_v,u_mass
10,0.5379789357711211,-0.8994177469159353
15,0.5854073439624609,-0.9156344644653982
20,0.5940393096993757,-0.927459224305893
25,0.5802612466753836,-0.9793961804972688
30,0.5511906476967936,-1.1193651472463333
35,0.5932526280990243,-1.08178784870708
40,0.573727159310514,-1.0621159737547223
50,0.5798093246445112,-1.0792893101019831
