"350d5a79-901a-4018-9e1a-87114b8dbe0b","bilen, h."
"e554cc1b-7106-4355-afce-280d0a04e34a","etessami, k."
"5d1c98f2-9f82-4870-b893-59c5ed3b4e30","onken, a."
"fdf75867-e658-48aa-96cd-633b4e66abf3","fourman, m.|fourman, m. p."
"5f66e548-1906-404b-a625-40a1bbbdce1e","seth, s."
"dfd98db5-9b1d-43d3-ad29-8a584195cdb8","j. storkey, a.|storkey, a. j.|storkey, a."
"9bd00432-876e-46f6-af92-26173b891484","wester, m."
"09607fb1-44fb-4edc-a0ae-c54d3047be30","court, r.|court, r. c."
"688a89f2-45fd-42ad-8fcd-08a065521c0a","bates, a."
"66ef2544-9295-4e01-bc75-49a28d907749","danos, v.|danos, v.  (ed.)"
"ecd799fb-4f63-44ae-a078-b009099f2c8c","alex, b.  (ed.)|alex, b.|symington, b."
"7187cc1d-738f-412c-908f-328256e1008e","grover, c."
"73967c25-940b-496b-a814-e310cdaa1ef5","farrow, e."
"b7052dd1-b82d-4392-97c4-f3662fee86f2","galpin, v.|galpin, v. c."
"3bb6f30e-1ab5-4383-b2d5-9659ad23845d","perez, l.|perez-beltrachini, l."
"ace31714-4661-4ea3-a69d-b391f1ad88db","patras, p."
"570a3e8e-0e1c-4d8e-8cf5-8374bdc9a5c4","bell, p.|bell, p. j."
"0505dfc1-9fe5-4f4a-bab3-4af14ee69db3","goryanin, i.|goryanin, i. i."
"8bf34ce8-09c6-4f1f-a575-df3c17a4a9d4","kiayias, a.  (ed.)|kiayias, a."
"33164b97-62c7-4085-aecd-8f38bd38b0f3","console, m."
"68ca9564-52a9-46ce-92af-0480a43b555d","cole, m.|cole, m. i.|cole, m. u. r. r. a. y."
"c3bee2e3-cad6-4ae1-9d94-d17f8bb39935","anderson, s.|anderson, s.  (ed.)|anderson, s. o."
"dde6eac2-ecfc-40da-84e3-f0355547c99b","selega, a."
"053590d0-39d7-4a42-b42d-61ee8d743d3e","goddard, n.|goddard, n. h."
"c18e1d0a-166d-4615-b7f8-4eb02e964656","leather, h."
"0e635bd1-f0fb-4f16-a68a-d0457b80eed7","williams, c.|williams, c. k. i."
"1c6a1e04-4291-426e-a921-42be34ba8494","cheney, j.  (ed.)|cheney, j.|cheney, j. r."
"46e52836-60d4-45f0-93fd-6b3a917bd451","cohen, s.|cohen, s. b."
"27720d3a-e8d1-41ae-ade3-22504c6a46f3","tylecek, r."
"f66a2291-496c-4371-a060-ef2d68c379f3","ricciotti, w."
"e184b211-081f-450b-8931-b0471a0e0c29","sreekar shenoy, g.|s., g.|shenoy, g. s."
"489d4278-a0a6-4e8b-857a-4ee0e800766f","wagstaff, h."
"99d8fa97-2a0d-4c56-815d-3fd8d14258a0","corneli, j."
"010f9bf0-c04c-4cfb-ab3d-ca150de1e706","jackson, p. b.|jackson, p."
"dbb07214-3753-4bba-a630-e1857e7efb09","arvind, d.|arvind, d. k."
"4d5e5fe2-2528-4d9b-b959-040eda566c1b","sarkar, r."
"03916cbc-3a54-4de4-be54-09c23f44dbb5","kalorkoti, k.|kalorkoti, k. a."
"64843475-7ad9-42b8-9e9a-624b40915d65","mayo, t."
"66de0aec-4c67-4ad6-abe5-ecd1d7c52002","hill, r.|hill, r. l.|hill, r.  (ed.)"
"6cf8f7b5-bd2b-43d0-85ba-445099f8fda0","plotkin, g.|plotkin, g. d."
"23541f3f-42a3-4637-a43f-603d8bf9372b","petillot, y."
"5523776a-4e55-4dcd-8caf-699172baa01f","mistry, m.  (ed.)|mistry, m.|mistry, m. n."
"575cc1dd-c44a-4933-a690-16f21e8ee10a","fan, w."
"666503f8-4508-4fd8-8645-18e0436423cf","frermann, l."
"cf1b7c31-3a87-4812-bf0a-05cf49b0120e","herrmann, m. j.|michael herrmann, j.|herrmann, m.|herrmann, j. m."
"b524d99c-367c-4401-a432-adde41e4765e","liu, b."
"c7b2c9cf-958c-4978-ab9f-b6298dcd3835","kashefi, e.  (ed.)|kashefi, e."
"9129cbb9-4d56-4bab-8124-1e34a5b01f70","bamber, j."
"48e117e7-d28a-459b-b4ae-3db886128d58","titov, i."
"c81deafa-1763-4692-a5e2-52e77679a769","ferrari, v."
"5e1b8ace-fccc-48a6-b2a7-e18f31600ed3","vargas, p. a."
"5ade7490-ffb5-4ae5-9297-b8cb8d4775ec","graham, m."
"6b061eeb-66d3-44fe-9ae0-c6443e9cfae9","mann, j."
"1bbcff05-f819-4c25-a2a0-a03d793b788c","shillcock, r. c.|shillcock, r.|shillcock, r.  (ed.)"
"0b2fae7b-cf7f-4f8b-a92c-4fa055ff9d63","bhatotia, p."
"9cb66eca-0de2-438b-8896-9c5d6d748601","moore, j. d.|moore, j.|d. moore, j."
"f0a3769d-bc61-42f4-b06a-8b90b20a44dc","calautti, m."
"77aa9e59-2429-41d9-a3e7-f936298f61a6","kheirbakhsh abadi, a."
