0,"(4394, 4821)"
1,"(4394, 1851)"
2,"(4394, 1211)"
3,"(4394, 6818)"
4,"(4394, 5610)"
5,"(4394, 9371)"
6,"(4394, 9646)"
7,"(4394, 7106)"
8,"(4394, 4407)"
9,"(4394, 7870)"
10,"(4394, 2283)"
11,"(4821, 1851)"
12,"(4821, 1211)"
13,"(4821, 6818)"
14,"(4821, 5610)"
15,"(4821, 9371)"
16,"(4821, 9646)"
17,"(4821, 7106)"
18,"(4821, 4407)"
19,"(4821, 7870)"
20,"(4821, 2283)"
21,"(1851, 1211)"
22,"(1851, 6818)"
23,"(1851, 5610)"
24,"(1851, 9371)"
25,"(1851, 9646)"
26,"(1851, 7106)"
27,"(1851, 4407)"
28,"(1851, 7870)"
29,"(1851, 2283)"
30,"(1211, 6818)"
31,"(1211, 5610)"
32,"(1211, 9371)"
33,"(1211, 9646)"
34,"(1211, 7106)"
35,"(1211, 4407)"
36,"(1211, 7870)"
37,"(1211, 2283)"
38,"(6818, 5610)"
39,"(6818, 9371)"
40,"(6818, 9646)"
41,"(6818, 7106)"
42,"(6818, 4407)"
43,"(6818, 7870)"
44,"(6818, 2283)"
45,"(5610, 9371)"
46,"(5610, 9646)"
47,"(5610, 7106)"
48,"(5610, 4407)"
49,"(5610, 7870)"
50,"(5610, 2283)"
51,"(9371, 9646)"
52,"(9371, 7106)"
53,"(9371, 4407)"
54,"(9371, 7870)"
55,"(9371, 2283)"
56,"(9646, 7106)"
57,"(9646, 4407)"
58,"(9646, 7870)"
59,"(9646, 2283)"
60,"(7106, 4407)"
61,"(7106, 7870)"
62,"(7106, 2283)"
63,"(4407, 7870)"
64,"(4407, 2283)"
65,"(7870, 2283)"
66,"(1211, 5187)"
67,"(1211, 1851)"
68,"(1211, 8209)"
69,"(5187, 1851)"
70,"(5187, 8209)"
71,"(1851, 8209)"
72,"(1858, 1851)"
73,"(1858, 1211)"
74,"(1858, 4821)"
75,"(1858, 8209)"
76,"(1851, 1211)"
77,"(1851, 4821)"
78,"(1851, 8209)"
79,"(1211, 4821)"
80,"(1211, 8209)"
81,"(4821, 8209)"
82,"(9707, 1236)"
83,"(9707, 2796)"
84,"(9707, 7538)"
85,"(1236, 2796)"
86,"(1236, 7538)"
87,"(2796, 7538)"
88,"(6846, 2249)"
89,"(6846, 5551)"
90,"(2249, 5551)"
91,"(8402, 8058)"
92,"(8402, 660)"
93,"(8402, 2887)"
94,"(8402, 6080)"
95,"(8058, 660)"
96,"(8058, 2887)"
97,"(8058, 6080)"
98,"(660, 2887)"
99,"(660, 6080)"
100,"(2887, 6080)"
101,"(2238, 2993)"
102,"(2238, 9122)"
103,"(2238, 2857)"
104,"(2238, 3258)"
105,"(2238, 2743)"
106,"(2238, 808)"
107,"(2238, 6080)"
108,"(2238, 3457)"
109,"(2238, 1001)"
110,"(2238, 7724)"
111,"(2238, 6310)"
112,"(2993, 9122)"
113,"(2993, 2857)"
114,"(2993, 3258)"
115,"(2993, 2743)"
116,"(2993, 808)"
117,"(2993, 6080)"
118,"(2993, 3457)"
119,"(2993, 1001)"
120,"(2993, 7724)"
121,"(2993, 6310)"
122,"(9122, 2857)"
123,"(9122, 3258)"
124,"(9122, 2743)"
125,"(9122, 808)"
126,"(9122, 6080)"
127,"(9122, 3457)"
128,"(9122, 1001)"
129,"(9122, 7724)"
130,"(9122, 6310)"
131,"(2857, 3258)"
132,"(2857, 2743)"
133,"(2857, 808)"
134,"(2857, 6080)"
135,"(2857, 3457)"
136,"(2857, 1001)"
137,"(2857, 7724)"
138,"(2857, 6310)"
139,"(3258, 2743)"
140,"(3258, 808)"
141,"(3258, 6080)"
142,"(3258, 3457)"
143,"(3258, 1001)"
144,"(3258, 7724)"
145,"(3258, 6310)"
146,"(2743, 808)"
147,"(2743, 6080)"
148,"(2743, 3457)"
149,"(2743, 1001)"
150,"(2743, 7724)"
151,"(2743, 6310)"
152,"(808, 6080)"
153,"(808, 3457)"
154,"(808, 1001)"
155,"(808, 7724)"
156,"(808, 6310)"
157,"(6080, 3457)"
158,"(6080, 1001)"
159,"(6080, 7724)"
160,"(6080, 6310)"
161,"(3457, 1001)"
162,"(3457, 7724)"
163,"(3457, 6310)"
164,"(1001, 7724)"
165,"(1001, 6310)"
166,"(7724, 6310)"
167,"(8058, 8402)"
168,"(8058, 2887)"
169,"(8058, 6080)"
170,"(8402, 2887)"
171,"(8402, 6080)"
172,"(2887, 6080)"
173,"(8402, 8058)"
174,"(8402, 2887)"
175,"(8402, 6080)"
176,"(8058, 2887)"
177,"(8058, 6080)"
178,"(2887, 6080)"
179,"(7255, 6080)"
180,"(7255, 310)"
181,"(6080, 310)"
182,"(8058, 8402)"
183,"(8058, 2887)"
184,"(8058, 2850)"
185,"(8058, 3943)"
186,"(8058, 6080)"
187,"(8402, 2887)"
188,"(8402, 2850)"
189,"(8402, 3943)"
190,"(8402, 6080)"
191,"(2887, 2850)"
192,"(2887, 3943)"
193,"(2887, 6080)"
194,"(2850, 3943)"
195,"(2850, 6080)"
196,"(3943, 6080)"
197,"(1662, 6080)"
198,"(1662, 6741)"
199,"(1662, 9360)"
200,"(1662, 7584)"
201,"(1662, 4473)"
202,"(6080, 6741)"
203,"(6080, 9360)"
204,"(6080, 7584)"
205,"(6080, 4473)"
206,"(6741, 9360)"
207,"(6741, 7584)"
208,"(6741, 4473)"
209,"(9360, 7584)"
210,"(9360, 4473)"
211,"(7584, 4473)"
212,"(2044, 771)"
213,"(771, 6383)"
214,"(771, 4461)"
215,"(771, 2110)"
216,"(6383, 4461)"
217,"(6383, 2110)"
218,"(4461, 2110)"
219,"(7285, 7642)"
220,"(7285, 9140)"
221,"(7642, 9140)"
222,"(7642, 7620)"
223,"(7642, 9140)"
224,"(7620, 9140)"
225,"(771, 2044)"
226,"(771, 4461)"
227,"(2044, 4461)"
228,"(4993, 4996)"
229,"(4993, 6711)"
230,"(4996, 6711)"
231,"(4993, 7638)"
232,"(335, 862)"
233,"(335, 2209)"
234,"(335, 3915)"
235,"(335, 1776)"
236,"(862, 2209)"
237,"(862, 3915)"
238,"(862, 1776)"
239,"(2209, 3915)"
240,"(2209, 1776)"
241,"(3915, 1776)"
242,"(8221, 1191)"
243,"(8221, 556)"
244,"(1191, 556)"
245,"(6218, 556)"
246,"(6218, 7757)"
247,"(556, 7757)"
248,"(8221, 1191)"
249,"(8221, 556)"
250,"(1191, 556)"
251,"(4509, 8328)"
252,"(4509, 1930)"
253,"(4509, 9507)"
254,"(4509, 4441)"
255,"(4509, 2751)"
256,"(8328, 1930)"
257,"(8328, 9507)"
258,"(8328, 4441)"
259,"(8328, 2751)"
260,"(1930, 9507)"
261,"(1930, 4441)"
262,"(1930, 2751)"
263,"(9507, 4441)"
264,"(9507, 2751)"
265,"(4441, 2751)"
266,"(4842, 4509)"
267,"(4842, 9140)"
268,"(4509, 9140)"
269,"(9867, 1654)"
270,"(9867, 786)"
271,"(9867, 2249)"
272,"(9867, 3970)"
273,"(9867, 7854)"
274,"(1654, 786)"
275,"(1654, 2249)"
276,"(1654, 3970)"
277,"(1654, 7854)"
278,"(786, 2249)"
279,"(786, 3970)"
280,"(786, 7854)"
281,"(2249, 3970)"
282,"(2249, 7854)"
283,"(3970, 7854)"
284,"(4842, 4509)"
285,"(4842, 9140)"
286,"(4509, 9140)"
287,"(3687, 4425)"
288,"(3687, 4509)"
289,"(3687, 4351)"
290,"(3687, 500)"
291,"(3687, 5398)"
292,"(3687, 5321)"
293,"(3687, 9799)"
294,"(3687, 766)"
295,"(3687, 5524)"
296,"(3687, 1864)"
297,"(3687, 2339)"
298,"(4425, 4509)"
299,"(4425, 4351)"
300,"(4425, 500)"
301,"(4425, 5398)"
302,"(4425, 5321)"
303,"(4425, 9799)"
304,"(4425, 766)"
305,"(4425, 5524)"
306,"(4425, 1864)"
307,"(4425, 2339)"
308,"(4509, 4351)"
309,"(4509, 500)"
310,"(4509, 5398)"
311,"(4509, 5321)"
312,"(4509, 9799)"
313,"(4509, 766)"
314,"(4509, 5524)"
315,"(4509, 1864)"
316,"(4509, 2339)"
317,"(4351, 500)"
318,"(4351, 5398)"
319,"(4351, 5321)"
320,"(4351, 9799)"
321,"(4351, 766)"
322,"(4351, 5524)"
323,"(4351, 1864)"
324,"(4351, 2339)"
325,"(500, 5398)"
326,"(500, 5321)"
327,"(500, 9799)"
328,"(500, 766)"
329,"(500, 5524)"
330,"(500, 1864)"
331,"(500, 2339)"
332,"(5398, 5321)"
333,"(5398, 9799)"
334,"(5398, 766)"
335,"(5398, 5524)"
336,"(5398, 1864)"
337,"(5398, 2339)"
338,"(5321, 9799)"
339,"(5321, 766)"
340,"(5321, 5524)"
341,"(5321, 1864)"
342,"(5321, 2339)"
343,"(9799, 766)"
344,"(9799, 5524)"
345,"(9799, 1864)"
346,"(9799, 2339)"
347,"(766, 5524)"
348,"(766, 1864)"
349,"(766, 2339)"
350,"(5524, 1864)"
351,"(5524, 2339)"
352,"(1864, 2339)"
353,"(9140, 3771)"
354,"(9140, 4509)"
355,"(9140, 766)"
356,"(3771, 4509)"
357,"(3771, 766)"
358,"(4509, 766)"
359,"(1432, 104)"
360,"(1432, 8609)"
361,"(104, 8609)"
362,"(1432, 1067)"
363,"(1432, 8609)"
364,"(1067, 8609)"
365,"(5730, 1067)"
366,"(5730, 5748)"
367,"(5730, 5753)"
368,"(1067, 5748)"
369,"(1067, 5753)"
370,"(5748, 5753)"
371,"(8753, 4509)"
372,"(8753, 4485)"
373,"(8753, 7061)"
374,"(8753, 2144)"
375,"(8753, 6320)"
376,"(8753, 2254)"
377,"(4509, 4485)"
378,"(4509, 7061)"
379,"(4509, 2144)"
380,"(4509, 6320)"
381,"(4509, 2254)"
382,"(4485, 7061)"
383,"(4485, 2144)"
384,"(4485, 6320)"
385,"(4485, 2254)"
386,"(7061, 2144)"
387,"(7061, 6320)"
388,"(7061, 2254)"
389,"(2144, 6320)"
390,"(2144, 2254)"
391,"(6320, 2254)"
392,"(4842, 4509)"
393,"(4842, 9140)"
394,"(4509, 9140)"
395,"(1595, 6226)"
396,"(1595, 8743)"
397,"(6226, 8743)"
398,"(1595, 6208)"
399,"(1595, 8743)"
400,"(6208, 8743)"
401,"(3146, 9763)"
402,"(3146, 3982)"
403,"(3146, 7250)"
404,"(9763, 3982)"
405,"(9763, 7250)"
406,"(3982, 7250)"
407,"(2753, 833)"
408,"(1595, 6208)"
409,"(1595, 8743)"
410,"(6208, 8743)"
411,"(2069, 5818)"
412,"(2069, 7923)"
413,"(2069, 1541)"
414,"(5818, 7923)"
415,"(5818, 1541)"
416,"(7923, 1541)"
417,"(1595, 6208)"
418,"(1595, 8743)"
419,"(6208, 8743)"
420,"(1168, 409)"
421,"(3146, 9763)"
422,"(3146, 3982)"
423,"(9763, 3982)"
424,"(9763, 3518)"
425,"(9763, 744)"
426,"(3518, 744)"
427,"(7606, 291)"
428,"(7606, 1769)"
429,"(291, 1769)"
430,"(763, 9763)"
431,"(2614, 1449)"
432,"(2614, 5940)"
433,"(1449, 5940)"
434,"(6729, 9587)"
435,"(6729, 1769)"
436,"(9587, 1769)"
437,"(9880, 4652)"
438,"(9880, 10101)"
439,"(9880, 9882)"
440,"(9880, 4628)"
441,"(4652, 10101)"
442,"(4652, 9882)"
443,"(4652, 4628)"
444,"(10101, 9882)"
445,"(10101, 4628)"
446,"(9882, 4628)"
447,"(2842, 1769)"
448,"(2842, 6676)"
449,"(1769, 6676)"
450,"(7106, 2701)"
451,"(7106, 9011)"
452,"(7106, 694)"
453,"(2701, 9011)"
