num_topic,c_v,u_mass
10,0.4887165647972438,-1.866792474024691
15,0.47528569783331126,-2.0637838523766323
20,0.46182704331784263,-2.396016796776107
25,0.4590121452107506,-2.732764109844246
30,0.47068986755530634,-2.5737014124516215
35,0.450415446920014,-3.079959913603207
40,0.46565936458865764,-2.844225283871693
50,0.4310185787612035,-3.621180552666957
