num_topic,c_v,u_mass
10,0.506150338541346,-0.786896947292961
15,0.5453356356314852,-0.7999345347412393
20,0.5271926497290712,-0.8813062758533231
25,0.5431678328737444,-0.7912864704639113
30,0.5529035021520993,-0.9510313467268605
35,0.5522973129828619,-0.9315572807076669
40,0.5540287858700623,-0.939913515856808
50,0.5504089060877174,-1.0526514971882595
